630,438
458,270
474,262
469,263
476,262
470,253
629,438
638,540
470,253
663,523
647,465
629,432
697,551
457,256
659,459
451,246
468,262
543,284
451,245
637,432
471,265
634,544
478,262
479,264
687,532
655,410
641,530
646,464
471,254
630,438
475,262
650,397
633,433
462,257
646,465
452,245
687,535
462,260
630,439
680,532
666,450
645,460
695,551
469,262
687,526
632,442
630,427
640,405
457,268
648,416
663,523
466,264
688,534
699,535
541,295
639,429
629,437
458,269
472,254
459,257
687,527
479,263
654,466
697,552
641,403
643,428
463,261
687,526
660,452
696,552
698,537
471,257
689,530
619,461
461,260
478,261
648,463
477,260
458,270
637,433
462,258
478,261
643,415
457,256
643,427
662,524
681,532
629,429
652,457
631,437
620,456
585,403
659,458
641,433
546,286
641,432
585,403
542,284
460,257
658,458
657,461
652,461
478,269
600,437
631,435
480,266
653,411
544,285
641,413
663,526
472,263
664,525
644,401
478,268
647,398
653,452
590,434
481,268
679,533
627,430
589,409
480,267
625,434
698,530
588,409
653,451
643,413
655,459
478,269
635,437
658,455
618,446
634,438
697,531
681,515
626,431
543,284
694,553
641,406
477,268
626,431
591,434
626,432
584,401
634,438
626,433
697,532
681,528
694,550
679,518
625,435
647,415
522,310
571,388
620,448
571,388
538,284
572,389
696,533
584,406
452,299
523,309
481,268
480,295
591,434
584,406
541,284
572,389
584,406
677,518
588,410
530,307
696,533
477,288
481,269
584,404
522,310
522,309
542,284
694,549
592,434
648,399
693,549
641,407
522,311
547,288
478,291
568,389
478,304
481,270
653,411
572,389
572,389
478,291
476,291
520,309
482,316
466,287
696,534
543,284
545,287
695,534
520,309
573,390
696,534
684,549
481,269
485,292
573,395
543,284
585,409
567,390
647,400
463,302
479,277
454,313
473,319
520,311
573,394
522,313
642,411
642,410
522,313
482,316
474,319
476,294
606,438
476,294
692,545
606,440
478,277
678,526
566,391
690,553
678,527
566,391
573,398
566,391
478,277
640,535
478,291
565,392
572,396
573,397
566,390
584,412
474,287
690,553
606,439
646,413
607,446
654,410
476,277
604,438
650,413
525,317
545,287
476,294
677,526
676,528
676,527
604,441
689,554
648,414
474,293
477,277
544,286
473,314
474,314
646,401
655,407
570,398
542,285
651,412
532,283
648,400
563,395
654,409
675,530
661,537
686,556
476,312
489,306
677,531
536,295
692,541
566,397
661,537
685,558
562,396
561,397
643,406
655,406
655,405
646,403
655,403
685,555
582,415
660,538
684,557
677,532
684,557
646,411
647,412
685,555
686,556
545,287
655,404
542,285
600,447
605,450
682,558
581,416
644,406
555,401
544,286
682,559
685,554
681,560
649,400
560,399
685,555
669,536
553,403
541,285
668,537
554,401
474,291
554,402
685,549
681,561
662,539
674,536
593,445
663,538
553,403
654,409
574,408
691,540
644,408
675,537
552,406
553,404
662,540
552,404
645,409
553,405
662,539
576,411
553,406
553,405
553,406
682,535
647,402
591,446
529,291
646,409
679,559
650,410
552,407
645,408
529,291
682,536
680,558
594,447
552,407
551,407
660,558
552,405
639,534
575,437
566,431
551,407
552,405
552,404
551,407
552,407
552,405
552,405
647,403
671,583
629,557
660,542
529,291
566,432
668,585
600,472
567,409
566,432
652,410
687,546
567,425
659,563
640,552
638,555
662,589
590,527
649,551
597,516
588,446
572,446
638,553
599,516
623,555
646,550
599,477
598,516
597,515
569,414
633,551
604,464
597,516
563,423
677,540
646,550
651,401
687,546
633,553
598,478
600,473
662,589
598,516
658,563
604,478
604,477
662,589
568,445
628,548
600,477
591,484
601,462
677,554
654,405
598,477
649,406
591,485
593,487
593,486
632,553
676,554
594,480
593,485
592,512
593,482
675,552
593,481
652,408
651,403
585,486
585,486
585,540
675,555
633,554
544,287
585,540
641,557
592,519
585,486
676,555
675,565
502,317
585,539
668,548
651,405
581,483
582,483
591,518
579,484
561,467
582,484
581,486
629,557
582,483
585,538
651,407
581,485
579,483
674,553
581,484
552,481
585,538
585,485
588,483
582,484
674,553
652,408
637,557
590,492
581,482
581,487
640,558
582,487
673,554
671,551
640,558
652,406
584,483
666,549
586,490
581,482
578,532
672,550
581,487
637,557
589,458
644,559
589,458
580,487
574,486
576,457
583,492
576,456
582,490
576,457
533,284
578,530
578,529
576,458
582,491
578,530
578,531
576,459
585,509
576,459
576,459
562,461
564,462
654,569
585,510
582,505
585,511
578,528
581,501
578,528
578,528
500,318
578,527
581,527
550,452
651,569
500,319
578,501
653,573
581,527
578,527
578,526
630,564
578,526
578,526
500,320
632,563
581,526
641,564
634,566
631,571
573,502
563,493
634,567
499,319
638,563
573,501
602,592
579,510
603,592
647,572
638,562
628,566
614,566
578,510
570,501
570,502
626,577
573,502
644,574
631,575
635,570
571,503
571,504
571,503
570,503
579,517
579,519
498,320
498,320
570,502
571,503
655,579
579,517
579,517
570,503
571,504
571,502
665,576
570,504
657,580
657,580
635,570
655,580
657,580
572,519
572,518
572,520
641,574
570,507
572,519
570,508
568,505
572,520
570,517
570,519
570,519
569,519
569,519
570,517
497,318
569,518
605,596
569,518
569,517
642,584
496,323
569,518
497,321
569,517
605,596
496,323
496,323
567,514
567,514
495,321
604,599
605,596
567,515
644,586
496,321
567,517
495,323
566,514
633,582
604,600
606,597
630,586
630,586
493,319
602,602
639,594
637,593
603,601
493,320
635,592
638,595
605,600
561,520
560,520
599,603
560,520
558,520
560,521
558,520
606,601
606,601
604,602
604,603
558,520
603,604
603,606
603,606
608,599
611,595
617,608
627,621
601,609
618,613
627,622
624,621
626,620
617,613
606,607
617,613
607,607
617,615
617,613
616,614
614,608
621,626
616,614
617,616
616,616
603,611
618,622
617,620
616,616
615,613
616,615
615,613
618,622
614,611
615,616
616,620
614,613
615,616
608,609
616,621
616,617
616,620
615,617
614,614
615,617
615,616
615,616
613,615
613,615
614,617
613,618
614,617
614,618
611,622
610,623
610,622
610,619
610,619
