Subsidy_percentage,OBJECTIVE
0.0247,7.04E+07
0.0248,7.04E+07
0.0249,7.04E+07
0.025,7.04E+07
0.0251,7.04E+07
0.0252,7.04E+07
0.0253,7.04E+07
0.0254,7.04E+07
0.0255,7.04E+07
0.0256,7.03E+07
0.0257,7.03E+07
0.0258,7.03E+07
0.0259,7.03E+07
0.026,7.03E+07
0.0261,7.03E+07
0.0262,7.03E+07
0.0263,7.03E+07
0.0264,7.03E+07
0.0265,7.03E+07
0.0266,7.03E+07
0.0267,7.03E+07
0.0268,7.03E+07
0.0269,7.04E+07
0.027,7.04E+07
0.0271,7.04E+07
0.0272,7.04E+07
0.0273,7.04E+07
0.0274,7.04E+07
0.0275,7.04E+07
0.0276,7.04E+07
0.0277,7.04E+07
0.0278,7.04E+07
0.0279,7.04E+07
0.028,7.04E+07
0.0281,7.04E+07
0.0282,7.04E+07
0.0283,7.04E+07
0.0284,7.04E+07
0.0285,7.04E+07
0.0286,7.04E+07
0.0287,7.04E+07
0.0288,7.04E+07
0.0289,7.04E+07
0.029,7.04E+07
0.0291,7.04E+07
0.0292,7.04E+07
0.0293,7.04E+07
0.0294,7.04E+07
0.0295,7.04E+07
0.0296,7.04E+07
0.0297,7.04E+07
0.0298,7.04E+07
0.0299,7.04E+07
0.03,7.04E+07
0.0301,7.04E+07
0.0302,7.04E+07
0.0303,7.04E+07
0.0304,7.05E+07
0.0305,7.05E+07
0.0306,7.04E+07
0.0307,7.05E+07
0.0308,7.05E+07
0.0309,7.05E+07
0.031,7.05E+07
0.0311,7.05E+07
0.0312,7.05E+07
0.0313,7.05E+07
0.0314,7.05E+07
0.0315,7.06E+07
0.0316,7.06E+07
0.0317,7.06E+07
0.0318,7.06E+07
0.0319,7.06E+07
0.032,7.06E+07
0.0321,7.06E+07
0.0322,7.06E+07
0.0323,7.06E+07
0.0324,7.06E+07
0.0325,7.06E+07
0.0326,7.06E+07
0.0327,7.06E+07
0.0328,7.06E+07
0.0329,7.06E+07
0.033,7.06E+07
0.0331,7.06E+07
0.0332,7.06E+07
0.0333,7.06E+07
0.0334,7.06E+07
0.0335,7.05E+07
0.0336,7.05E+07
0.0337,7.01E+07
0.0338,7.01E+07
0.0339,7.01E+07
0.034,7.01E+07
0.0341,7.01E+07
0.0342,7.00E+07
0.0343,7.00E+07
0.0344,7.00E+07
0.0345,7.00E+07
0.0346,7.00E+07
0.0347,7.00E+07
0.0348,7.00E+07
0.0349,7.01E+07
0.035,7.01E+07
0.0351,7.00E+07
0.0352,7.00E+07
0.0353,7.00E+07
0.0354,7.00E+07
0.0355,7.00E+07
0.0356,7.01E+07
0.0357,7.01E+07
0.0358,7.01E+07
0.0359,7.01E+07
0.036,7.01E+07
0.0361,7.01E+07
0.0362,7.01E+07
0.0363,7.01E+07
0.0364,7.01E+07
0.0365,7.01E+07
0.0366,7.01E+07
0.0367,7.02E+07
0.0368,7.02E+07
0.0369,7.02E+07
0.037,7.02E+07
0.0371,7.02E+07
0.0372,7.02E+07
0.0373,7.02E+07
0.0374,7.02E+07
0.0375,7.02E+07
0.0376,7.02E+07
0.0377,7.02E+07
0.0378,7.02E+07
0.0379,7.02E+07
0.038,7.02E+07
0.0381,7.02E+07
0.0382,7.02E+07
0.0383,7.02E+07
0.0384,7.02E+07
0.0385,7.02E+07
0.0386,7.02E+07
0.0387,7.02E+07
0.0388,7.03E+07
0.0389,7.03E+07
0.039,7.03E+07
0.0391,7.03E+07
0.0392,7.03E+07
0.0393,7.03E+07
0.0394,7.03E+07
0.0395,7.03E+07
0.0396,7.03E+07
0.0397,7.03E+07
0.0398,7.04E+07
0.0399,7.04E+07
0.04,7.04E+07
