who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,total_market_value,structure_value,sq.ft.,damage_pct_10y,damage_pct_100y,cost_to_personal_property_10y,cost_to_personal_property_100y,latitude,longitude,elevation,stories,basement,inundation_10y,inundation_100y,future_loss,future_benefit,mot_year,ori_year,ori_moved?,nearhouse,move,normal_inf?,poor_inf?,s_prime,moved?,cnear,nbpast_move
1310,25,48,-498.7288401,618.8800574,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",401000,291000,1800,0,0,0,0,40.624187,-73.924627,4.8,2,"""""",0,0,2.01E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1311,35,193,-951.3445418,165.8859639,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",702000,558000,1800,0.263,0.362,46633,50000,40.585878,-73.962904,3.3,2,"""""",26,55,2.87E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1312,25,306,-91.50832812,810.0625081,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",409000,265000,2600,0.362,0.449,50000,50000,40.640355,-73.890189,2.6,2,"""""",54,82,2.03E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1313,25,316,-574.9747853,685.6070842,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",588000,443000,2100,0,0,0,0,40.62983,-73.931075,6.3,2,"""""",0,0,2.55E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1314,25,15,-652.9234936,157.9397363,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",441000,310000,1579,0.471,0.632,50000,50000,40.585206,-73.937667,2.8,1,"""""",46,75,2.12E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1315,35,308,-569.7245992,418.5216058,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",624000,490000,1600,0.209,0.314,43001,50000,40.607243,-73.930631,3.5,2,"""""",18,47,2.65E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1316,25,347,-999.1756287,60.04268602,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",436000,238000,1800,0.532,0.632,50000,50000,40.576927,-73.966949,2.7,1,"""""",50,78,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1317,75,214,-261.5954367,439.4632263,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1506000,982000,6800,0,0.152,0,7207,40.609014,-73.904573,4.6,3,"""""",0,4,5.18E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1318,35,105,-658.3510508,534.9362043,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",622000,456000,2050,0,0,0,0,40.617088,-73.938126,6,2,"""""",0,0,2.64E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1319,35,72,-555.6058557,427.685782,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",675000,516000,2000,0.209,0.314,43001,50000,40.608018,-73.929437,3.5,2,"""""",18,47,2.79E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1320,15,300,-488.2875917,730.7539544,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",360000,177000,4000,0,0.321,0,43001,40.633648,-73.923744,4.3,1,"""""",0,15,9756443.915,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1321,45,177,-631.0122441,602.727458,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",900000,262000,8680,0,0.152,0,7207,40.622821,-73.935814,4.6,2,"""""",0,4,3.44E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1322,35,289,-330.2971956,445.9786599,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",646000,479000,1800,0.449,0.524,50000,50000,40.609565,-73.910383,2.1,2,"""""",73,102,2.71E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1323,35,324,-459.4115684,611.7260877,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",602000,344000,4000,0,0.233,0,32317,40.623582,-73.921302,4.4,1,"""""",0,12,2.59E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1324,35,145,-576.7721463,431.6588957,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",738000,592000,2008,0.152,0.263,14777,46633,40.608354,-73.931227,3.8,2,"""""",6,35,2.98E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1325,45,279,-319.9860194,601.5568084,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",906000,714000,3301,0.362,0.449,50000,50000,40.622722,-73.909511,2.7,2,"""""",50,78,3.46E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1326,25,246,-571.5574345,541.8773286,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",536000,388000,2000,0,0.152,0,32317,40.617675,-73.930786,4.4,2,"""""",0,12,2.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1327,35,188,-639.5733583,480.258591,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",654000,493000,1573,0,0.152,0,7207,40.612464,-73.936538,4.6,2,"""""",0,4,2.73E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1328,35,247,-575.5660225,430.5828441,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",748000,600000,2042,0.152,0.263,14777,46633,40.608263,-73.931125,3.8,2,"""""",6,35,3.00E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1329,135,297,-755.0419772,82.52152316,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2633000,1833000,6000,0.587,0.587,50000,50000,40.578828,-73.946303,0.8,2,"""""",125,153,8.41E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1330,25,250,-583.6186727,654.744504,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",535000,333000,2500,0,0,0,0,40.62722,-73.931806,6,2,"""""",0,0,2.39E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1331,75,80,-309.0244823,420.1297709,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1585000,1205000,3817,0.587,0.587,50000,50000,40.607379,-73.908584,0.5,3,"""""",136,165,5.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1332,15,240,-392.9328612,929.2086223,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",338000,136000,2000,0,0,0,0,40.650431,-73.91568,8,2,"""""",0,0,9431229.118,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1333,35,258,-703.0722302,484.8820656,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",744000,504000,3100,0,0,0,0,40.612855,-73.941908,5.5,2.75,"""""",0,0,2.99E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1334,25,197,-531.9208947,483.5695191,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",511000,345000,1928,0,0.209,0,43001,40.612744,-73.927434,4.2,2,"""""",0,19,2.32E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1335,35,158,-254.6070133,515.8155942,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",715000,526000,2550,0.488,0.557,50000,50000,40.615471,-73.903982,1.7,2,"""""",89,118,2.91E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1336,35,279,-446.6881445,596.7323131,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",657000,463000,2500,0,0.263,0,46633,40.622314,-73.920226,4,2,"""""",0,27,2.74E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1337,15,350,-240.7957131,759.3816581,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",396000,169000,3792,0.152,0.314,26470,50000,40.636069,-73.902814,3.7,2,"""""",10,39,2.00E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1338,25,94,-540.1272666,567.1941042,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",523000,376000,2200,0,0,0,0,40.619816,-73.928128,5,1,"""""",0,0,2.36E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1339,25,188,-365.6768278,952.5033667,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",436000,193000,2828,0,0,0,0,40.652401,-73.913375,7.9,1,"""""",0,0,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1340,25,336,-547.6478034,632.5731102,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",569000,393000,2625,0,0,0,0,40.625345,-73.928764,4.9,1,"""""",0,0,2.49E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1341,15,229,-438.1861541,517.6484295,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",397000,230000,1992,0.321,0.532,43001,50000,40.615626,-73.919507,3.4,1,"""""",22,51,2.00E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1342,55,263,-343.6946298,457.3185888,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1009000,652000,3967,0.586,0.672,50000,50000,40.610524,-73.911516,2.3,1,"""""",65,94,3.75E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1343,35,47,-385.802541,405.0177489,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",683000,433000,2367,0.587,0.587,50000,50000,40.606101,-73.915077,0.4,2,"""""",140,169,2.82E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1344,35,166,-263.8894369,563.3983615,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",780000,514000,4000,0.362,0.449,50000,50000,40.619495,-73.904767,2.7,2,"""""",50,78,3.10E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1345,45,226,-669.6555054,439.9480408,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",892000,670000,3100,0,0.209,0,43001,40.609055,-73.939082,4.3,2.75,"""""",0,15,3.42E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1346,15,337,-636.5225745,140.1080233,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",267000,177000,912,0.754,0.754,50000,50000,40.583698,-73.93628,0.5,1,"""""",136,165,8381672.273,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1347,35,232,-668.7568249,467.1449506,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",658000,473000,1800,0,0,0,0,40.611355,-73.939006,4.7,2,"""""",0,0,2.75E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1348,25,85,-399.8976351,582.2115282,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",483000,345000,2400,0.314,0.407,50000,50000,40.621086,-73.916269,2.9,2,"""""",42,71,2.24E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1349,35,4,-613.7008198,544.0057824,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",691000,469000,3000,0,0,0,0,40.617855,-73.93435,5,2,"""""",0,0,2.84E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1350,35,38,-696.0246831,517.6602542,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",629000,422000,2350,0,0,0,0,40.615627,-73.941312,6.1,2,"""""",0,0,2.66E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1351,25,136,-544.5615454,468.3510744,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",546000,413000,1264,0,0.209,0,43001,40.611457,-73.928503,4.2,2,"""""",0,19,2.43E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1352,35,230,-668.8041239,439.1794325,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",780000,520000,3100,0,0.209,0,43001,40.60899,-73.93901,4.3,2.5,"""""",0,15,3.10E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1353,75,7,-825.3400765,36.98443646,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1417000,899000,4000,0.587,0.587,50000,50000,40.574977,-73.952248,0.5,2,"""""",136,165,4.92E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1354,15,155,-540.3755862,738.2508417,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",397000,299000,1344,0,0.152,0,20624,40.634282,-73.928149,4.5,2,"""""",0,8,2.00E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1355,25,205,-295.0121614,703.2141271,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",420000,302000,1445,0.488,0.557,50000,50000,40.631319,-73.907399,1.7,2,"""""",89,118,2.06E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1356,75,241,-285.3749956,464.5671565,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1426000,935000,6000,0.362,0.449,50000,50000,40.611137,-73.906584,2.7,2,"""""",50,78,4.95E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1357,45,104,-294.2080789,422.340998,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",900000,592000,4258,0.705,0.754,50000,50000,40.607566,-73.907331,1.4,1,"""""",101,130,3.44E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1358,35,181,-656.2698959,489.9548805,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",755000,571000,2217,0,0,0,0,40.613284,-73.93795,5.2,2,"""""",0,0,3.02E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1359,15,332,-73.64114089,793.9690324,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",395000,235000,2600,0.407,0.488,50000,50000,40.638994,-73.888678,2.3,2,"""""",65,94,1.99E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1360,35,74,-724.4868404,504.0381499,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",668000,495000,1983,0,0,0,0,40.614475,-73.943719,6,2,"""""",0,0,2.77E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1361,25,321,-195.5187707,785.8690832,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",462000,223000,3742,0,0,0,0,40.638309,-73.898985,4.7,2,"""""",0,0,2.18E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1362,25,326,-486.3010348,711.3377258,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",525000,347000,2000,0,0.152,0,7207,40.632006,-73.923576,4.6,3,"""""",0,4,2.36E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1363,45,198,-637.9770179,552.7679173,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",822000,547000,4000,0,0,0,0,40.618596,-73.936403,5.5,1.75,"""""",0,0,3.22E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1364,25,347,-553.8676184,580.0830744,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",507000,287000,4000,0,0,0,0,40.620906,-73.92929,5,1.75,"""""",0,0,2.31E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1365,55,307,-327.2464118,385.246778,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",1007000,653000,4000,0.754,0.754,50000,50000,40.604429,-73.910125,0.2,1,"""""",148,177,3.75E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1366,15,2,-236.6925271,748.6447911,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",382000,276000,1800,0.263,0.362,46633,50000,40.635161,-73.902467,3.3,1.75,"""""",26,55,1.01E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1367,15,33,-533.3162144,728.0815624,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",373000,240000,2150,0,0,0,0,40.633422,-73.927552,5.7,1,"""""",0,0,9948616.296,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1368,35,38,-541.5935348,466.2344453,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",612000,452000,2500,0,0.209,0,43001,40.611278,-73.928252,4.1,2,"""""",0,23,2.61E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1369,25,13,-732.0428514,205.5579779,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",564000,377000,1785,0.314,0.407,50000,50000,40.589233,-73.944358,3,2,"""""",38,67,2.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1370,25,77,-83.52662635,745.4166361,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",478000,325000,2500,0.362,0.449,50000,50000,40.634888,-73.889514,2.7,2,"""""",50,78,2.23E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1371,35,265,-844.5671093,234.8951661,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",741000,529000,2200,0,0,0,0,40.591714,-73.953874,7,1,"""""",0,0,2.98E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1372,25,328,-553.2527317,629.9834914,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",518000,396000,1688,0,0,0,0,40.625126,-73.929238,4.8,2,"""""",0,0,2.34E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1373,25,94,-574.6909915,682.9346922,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",536000,395000,2067,0,0,0,0,40.629604,-73.931051,6.3,2,"""""",0,0,2.40E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1374,25,281,-378.9678393,582.8855386,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",597000,430000,2008,0.362,0.449,50000,50000,40.621143,-73.914499,2.7,2,"""""",50,78,2.57E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1375,45,301,-697.1953327,464.6617545,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",801000,545000,3100,0,0,0,0,40.611145,-73.941411,4.8,2,"""""",0,0,3.16E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1376,25,262,-539.7488748,563.6585059,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",523000,377000,2200,0,0,0,0,40.619517,-73.928096,4.9,1,"""""",0,0,2.36E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1377,105,212,-804.126487,99.96301962,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",2102000,1745000,6480,0.587,0.587,50000,50000,40.580303,-73.950454,0.6,2,"""""",132,161,6.89E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1378,25,124,-46.33780847,783.3858871,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",435000,306000,2133,0.407,0.524,50000,50000,40.638099,-73.886369,2.2,2,"""""",69,98,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1379,35,104,-822.277468,239.140249,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",753000,579000,2400,0,0,0,0,40.592073,-73.951989,5.7,1,"""""",0,0,3.02E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1380,35,113,-681.3974756,85.50135849,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",737000,550000,2400,0.672,0.732,50000,50000,40.57908,-73.940075,1.7,1,"""""",89,118,2.97E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1381,25,211,-587.6982092,734.2186042,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",417000,309000,1600,0,0,0,0,40.633941,-73.932151,6,2,"""""",0,0,2.06E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1382,35,106,-532.2046886,442.7859792,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",654000,497000,2000,0.209,0.314,43001,50000,40.609295,-73.927458,3.5,2,"""""",18,47,2.73E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1383,25,72,-273.0181388,788.3404546,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",553000,394000,2150,0,0.321,0,43001,40.638518,-73.905539,4.3,1,"""""",0,15,2.45E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1384,15,214,-141.0303533,781.8013715,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",332000,193000,2750,0.1835,0.401,3172,46633,40.637965,-73.894377,3.9,1,"""""",2,31,9342534.174,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1385,25,345,-679.5173414,568.3884032,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",592000,440000,1817,0,0,0,0,40.619917,-73.939916,6,2,"""""",0,0,2.56E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1386,25,202,-52.17923169,796.7596718,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",410000,250000,2600,0.449,0.524,50000,50000,40.63923,-73.886863,2.1,2,"""""",73,102,2.04E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1387,15,203,-414.9623581,774.2926594,"""circle""","""""",9.9,{breed poors},FALSE,5,1,"""up""",351000,189000,1800,0,0,0,0,40.63733,-73.917543,4.9,2,"""""",0,0,9623401.498,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1388,35,220,-276.2581184,540.3164625,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",707000,477000,3000,0.407,0.524,50000,50000,40.617543,-73.905813,2.2,2,"""""",69,98,2.89E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1389,25,5,-443.6137113,907.474744,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",442000,221000,2233,0,0,0,0,40.648593,-73.919966,7,1,"""""",0,0,2.13E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1390,45,286,-306.9433275,500.0650361,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",901000,575000,5117,0.314,0.449,50000,50000,40.614139,-73.908408,2.8,2,"""""",46,75,3.44E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1391,25,268,-269.6126127,812.0254155,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",453000,262000,1500,0,0,0,0,40.640521,-73.905251,5,2,"""""",0,0,2.16E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1392,35,309,-662.2532161,458.7493828,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",632000,484000,1460,0,0.152,0,7207,40.610645,-73.938456,4.6,2,"""""",0,4,2.67E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1393,35,97,-788.5651247,204.1035344,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",752000,557000,2625,0.314,0.407,50000,50000,40.58911,-73.949138,3,2,"""""",38,67,3.02E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1394,25,319,-368.4438177,548.9248757,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",560000,411000,1920,0.314,0.449,50000,50000,40.618271,-73.913609,2.8,2,"""""",46,75,2.47E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1395,25,251,-543.0006792,586.231941,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",520000,382000,1643,0,0,0,0,40.621426,-73.928371,4.9,2,"""""",0,0,2.35E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1396,25,193,-550.6985872,602.4909631,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",495000,347000,2042,0,0.152,0,7207,40.622801,-73.929022,4.6,2,"""""",0,4,2.28E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1397,25,235,-683.8688469,506.7933151,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",554000,389000,1900,0,0,0,0,40.614708,-73.940284,5.8,2,"""""",0,0,2.45E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1398,35,0,-692.8674766,527.900482,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",610000,454000,2000,0,0,0,0,40.616493,-73.941045,6.3,2,"""""",0,0,2.61E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1399,25,211,-352.4094657,433.4326072,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",590000,413000,2100,0.449,0.524,50000,50000,40.608504,-73.912253,2,2,"""""",77,106,2.55E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1400,25,317,-612.955861,497.4635925,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",594000,435000,1573,0,0,0,0,40.613919,-73.934287,4.8,2,"""""",0,0,2.56E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1401,25,228,-542.3739678,580.7689095,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",436000,239000,2000,0,0,0,0,40.620964,-73.928318,4.9,2,"""""",0,0,2.11E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1402,25,282,-559.6499179,645.6631011,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",565000,411000,2500,0,0,0,0,40.626452,-73.929779,5.6,2,"""""",0,0,2.48E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1403,45,60,-676.1354648,86.08077091,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",830000,598000,2875,0.672,0.732,50000,50000,40.579129,-73.93963,1.8,1,"""""",85,114,3.24E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
1404,25,237,-35.42357034,771.6439169,"""triangle""","""""",9.9,{breed normals},FALSE,5,1,"""up""",443000,297000,2393,0.362,0.449,50000,50000,40.637106,-73.885446,2.6,2,"""""",54,82,2.13E+07,0,200,200,FALSE,0,0,FALSE,FALSE,1E+12,FALSE,0,0
