Subsidy,OBJECTIVE
166000,4.69E+07
167000,4.70E+07
168000,4.72E+07
169000,4.74E+07
170000,4.77E+07
171000,4.79E+07
172000,4.81E+07
173000,4.83E+07
174000,4.85E+07
175000,4.87E+07
176000,4.89E+07
177000,4.92E+07
178000,4.94E+07
179000,4.96E+07
180000,4.98E+07
181000,5.01E+07
182000,5.02E+07
183000,5.04E+07
184000,5.06E+07
185000,5.08E+07
186000,5.11E+07
187000,5.13E+07
188000,5.16E+07
189000,5.17E+07
190000,5.19E+07
191000,5.22E+07
192000,5.25E+07
193000,5.27E+07
194000,5.29E+07
195000,5.31E+07
196000,5.34E+07
197000,5.36E+07
198000,5.39E+07
199000,5.41E+07
201000,5.46E+07
200000,5.43E+07
202000,5.48E+07
203000,5.50E+07
204000,5.52E+07
205000,5.53E+07
206000,5.56E+07
207000,5.58E+07
208000,5.61E+07
209000,5.64E+07
210000,5.66E+07
211000,5.68E+07
212000,5.71E+07
213000,5.73E+07
214000,5.75E+07
215000,5.77E+07
216000,5.80E+07
217000,5.83E+07
218000,5.85E+07
219000,5.86E+07
220000,5.88E+07
221000,5.91E+07
222000,5.93E+07
223000,5.95E+07
224000,5.98E+07
225000,6.00E+07
226000,6.02E+07
227000,6.04E+07
228000,6.07E+07
229000,6.09E+07
230000,6.12E+07
231000,6.14E+07
232000,6.16E+07
233000,6.19E+07
234000,6.21E+07
235000,6.23E+07
236000,6.25E+07
237000,6.28E+07
238000,6.30E+07
239000,6.32E+07
240000,6.35E+07
241000,6.37E+07
242000,6.39E+07
243000,6.42E+07
244000,6.44E+07
245000,6.46E+07
246000,6.49E+07
247000,6.51E+07
248000,6.54E+07
249000,6.56E+07
250000,6.59E+07
251000,6.61E+07
253000,6.66E+07
252000,6.64E+07
254000,6.69E+07
255000,6.71E+07
256000,6.74E+07
257000,6.76E+07
258000,6.79E+07
259000,6.81E+07
260000,6.83E+07
261000,6.86E+07
262000,6.89E+07
263000,6.91E+07
265000,6.96E+07
264000,6.94E+07
266000,6.98E+07
267000,7.01E+07
269000,7.06E+07
268000,7.03E+07
270000,7.09E+07
271000,7.11E+07
272000,7.13E+07
273000,7.16E+07
274000,7.18E+07
275000,7.21E+07
277000,7.25E+07
276000,7.23E+07
278000,7.28E+07
279000,7.30E+07
280000,7.33E+07
281000,7.35E+07
282000,7.38E+07
283000,7.40E+07
285000,7.45E+07
286000,7.48E+07
284000,7.43E+07
287000,7.50E+07
288000,7.53E+07
289000,7.55E+07
290000,7.58E+07
291000,7.60E+07
292000,7.62E+07
293000,7.65E+07
294000,7.68E+07
295000,7.69E+07
296000,7.72E+07
297000,7.74E+07
298000,7.76E+07
299000,7.79E+07
301000,7.84E+07
300000,7.81E+07
302000,7.87E+07
303000,7.89E+07
304000,7.92E+07
305000,7.95E+07
306000,7.97E+07
307000,8.00E+07
308000,8.03E+07
309000,8.05E+07
310000,8.08E+07
311000,8.10E+07
312000,8.13E+07
313000,8.15E+07
314000,8.18E+07
315000,8.20E+07
316000,8.22E+07
317000,8.25E+07
318000,8.27E+07
319000,8.30E+07
320000,8.32E+07
321000,8.35E+07
322000,8.38E+07
323000,8.40E+07
325000,8.45E+07
324000,8.42E+07
326000,8.47E+07
327000,8.49E+07
328000,8.52E+07
329000,8.55E+07
330000,8.57E+07
331000,8.60E+07
332000,8.63E+07
333000,8.65E+07
334000,8.67E+07
335000,8.70E+07
336000,8.73E+07
337000,8.76E+07
338000,8.79E+07
339000,8.81E+07
340000,8.84E+07
341000,8.86E+07
342000,8.89E+07
343000,8.91E+07
344000,8.94E+07
345000,8.97E+07
346000,9.00E+07
347000,9.03E+07
349000,9.08E+07
348000,9.06E+07
350000,9.11E+07
351000,9.14E+07
352000,9.16E+07
353000,9.19E+07
354000,9.21E+07
355000,9.24E+07
356000,9.27E+07
357000,9.29E+07
358000,9.32E+07
359000,9.35E+07
360000,9.38E+07
361000,9.40E+07
362000,9.43E+07
363000,9.45E+07
364000,9.48E+07
365000,9.50E+07
366000,9.53E+07
367000,9.56E+07
368000,9.58E+07
369000,9.61E+07
370000,9.64E+07
371000,9.66E+07
372000,9.69E+07
373000,9.72E+07
374000,9.74E+07
375000,9.77E+07
376000,9.80E+07
377000,9.82E+07
378000,9.85E+07
379000,9.87E+07
380000,9.90E+07
381000,9.93E+07
382000,9.95E+07
383000,9.98E+07
384000,1.00E+08
385000,1.00E+08
386000,1.01E+08
387000,1.01E+08
388000,1.01E+08
389000,1.01E+08
390000,1.02E+08
391000,1.02E+08
392000,1.02E+08
393000,1.02E+08
394000,1.03E+08
395000,1.03E+08
396000,1.03E+08
397000,1.03E+08
398000,1.04E+08
399000,1.04E+08
400000,1.04E+08
401000,1.04E+08
402000,1.05E+08
403000,1.05E+08
404000,1.05E+08
405000,1.06E+08
406000,1.06E+08
407000,1.06E+08
408000,1.06E+08
409000,1.07E+08
410000,1.07E+08
411000,1.07E+08
412000,1.07E+08
413000,1.08E+08
414000,1.08E+08
415000,1.08E+08
416000,1.08E+08
417000,1.09E+08
418000,1.09E+08
419000,1.09E+08
420000,1.09E+08
421000,1.10E+08
422000,1.10E+08
423000,1.10E+08
424000,1.11E+08
425000,1.11E+08
426000,1.11E+08
427000,1.11E+08
428000,1.12E+08
429000,1.12E+08
430000,1.12E+08
431000,1.12E+08
432000,1.13E+08
433000,1.13E+08
434000,1.13E+08
435000,1.13E+08
436000,1.14E+08
437000,1.14E+08
438000,1.14E+08
439000,1.15E+08
440000,1.15E+08
441000,1.15E+08
442000,1.15E+08
443000,1.16E+08
444000,1.16E+08
445000,1.16E+08
446000,1.16E+08
447000,1.17E+08
448000,1.17E+08
449000,1.17E+08
450000,1.17E+08
451000,1.18E+08
452000,1.18E+08
453000,1.18E+08
454000,1.19E+08
455000,1.19E+08
456000,1.19E+08
457000,1.19E+08
458000,1.20E+08
459000,1.20E+08
460000,1.20E+08
461000,1.20E+08
462000,1.21E+08
463000,1.21E+08
464000,1.21E+08
465000,1.21E+08
466000,1.22E+08
467000,1.22E+08
468000,1.22E+08
469000,1.22E+08
470000,1.23E+08
471000,1.23E+08
472000,1.23E+08
473000,1.24E+08
474000,1.24E+08
475000,1.24E+08
476000,1.24E+08
477000,1.25E+08
478000,1.25E+08
479000,1.25E+08
480000,1.25E+08
481000,1.26E+08
482000,1.26E+08
483000,1.26E+08
484000,1.26E+08
485000,1.27E+08
486000,1.27E+08
487000,1.27E+08
488000,1.28E+08
489000,1.28E+08
490000,1.28E+08
491000,1.28E+08
492000,128556000
493000,1.29E+08
494000,1.29E+08
495000,1.29E+08
496000,1.30E+08
497000,1.30E+08
498000,1.30E+08
499000,1.30E+08
500000,1.31E+08
501000,1.31E+08
502000,1.31E+08
503000,1.32E+08
504000,1.32E+08
505000,1.32E+08
506000,1.32E+08
507000,1.33E+08
508000,1.33E+08
509000,1.33E+08
510000,1.33E+08
511000,1.34E+08
512000,1.35E+08
513000,1.35E+08
514000,1.35E+08
515000,1.35E+08
516000,1.36E+08
517000,1.36E+08
518000,1.36E+08
519000,1.36E+08
520000,1.37E+08
521000,1.37E+08
522000,1.37E+08
523000,1.37E+08
524000,1.38E+08
525000,1.38E+08
526000,1.38E+08
527000,1.39E+08
528000,1.39E+08
529000,1.39E+08
530000,1.39E+08
531000,1.40E+08
532000,1.40E+08
533000,140127000
534000,1.40E+08
535000,1.41E+08
536000,1.41E+08
537000,1.41E+08
538000,1.41E+08
539000,1.42E+08
540000,1.43E+08
541000,1.43E+08
542000,1.44E+08
543000,1.44E+08
544000,1.45E+08
545000,144970000
546000,145236000
547000,145502000
548000,145768000
549000,146034000
550000,146300000
551000,146566000
552000,146832000
554000,147918000
553000,147651000
555000,148185000
556000,148452000
558000,148986000
557000,148719000
559000,149253000
560000,149520000
562000,150616000
561000,150348000
563000,151447000
564000,151716000
565000,151985000
566000,152254000
567000,152523000
568000,152792000
569000,153061000
570000,153900000
571000,154741000
572000,155012000
573000,155283000
574000,156128000
575000,156400000
576000,156672000
578000,157216000
577000,156944000
579000,157488000
580000,157760000
581000,158613000
582000,160050000
583000,160908000
584000,161184000
585000,161460000
586000,161736000
587000,162012000
588000,162876000
589000,163153000
590000,163430000
591000,163707000
592000,165168000
593000,165447000
594000,166320000
595000,166600000
596000,166880000
597000,167160000
598000,167440000
599000,167720000
600000,168000000
601000,168280000
602000,170968000
603000,171855000
604000,172140000
605000,173030000
606000,173922000
607000,174209000
608000,174496000
609000,176001000
610000,176290000
611000,177190000
612000,177480000
613000,177770000
614000,178060000
615000,178350000
616000,178640000
617000,184483000
618000,185400000
619000,186319000
620000,187240000
621000,188784000
622000,190954000
623000,191884000
624000,194688000
625000,195625000
626000,197816000
627000,198759000
628000,199076000
629000,200022000
630000,204750000
631000,205706000
632000,207928000
633000,210156000
634000,211122000
635000,213360000
636000,216240000
637000,227409000
638000,230318000
639000,230679000
640000,233600000
641000,235247000
642000,238824000
643000,240482000
644000,243432000
645000,245100000
646000,248064000
647000,251683000
648000,252072000
649000,253110000
650000,255450000
651000,270816000
652000,271232000
653000,274260000
654000,274680000
655000,278375000
656000,282080000
657000,283824000
658000,284914000
659000,285347000
660000,287100000
661000,288857000
662000,289956000
663000,304317000
664000,310088000
665000,321860000
666000,329004000
667000,332166000
668000,338008000
669000,339852000
670000,343040000
671000,346236000
672000,350112000
673000,359382000
674000,363286000
675000,368550000
676000,372476000
677000,379120000
678000,387816000
679000,389746000
680000,395080000
681000,397704000
682000,404426000
683000,411166000
684000,412452000
685000,421275000
686000,423948000
687000,425940000
688000,426560000
689000,427180000
690000,427800000
691000,428420000
692000,429040000
693000,429660000
694000,430280000
695000,430900000
696000,431520000
697000,432140000
698000,432760000
699000,433380000
700000,434000000
701000,434620000
702000,435240000
703000,435860000
704000,436480000
705000,437100000
706000,437720000
707000,438340000
708000,438960000
709000,439580000
710000,440200000
711000,440820000
712000,441440000
713000,442060000
714000,442680000
715000,443300000
716000,443920000
717000,444540000
718000,445160000
719000,445780000
720000,446400000
721000,447020000
722000,447640000
723000,448260000
724000,448880000
725000,449500000
726000,450120000
727000,450740000
728000,451360000
729000,451980000
730000,452600000
731000,453220000
732000,453840000
733000,454460000
734000,455080000
735000,455700000
736000,456320000
737000,456940000
738000,457560000
739000,458180000
740000,458800000
741000,459420000
742000,460040000
743000,460660000
744000,461280000
745000,461900000
746000,462520000
747000,463140000
748000,463760000
749000,464380000
750000,465000000
751000,465620000
752000,466240000
753000,466860000
754000,467480000
755000,468100000
756000,468720000
757000,469340000
758000,469960000
759000,470580000
760000,471200000
761000,471820000
762000,472440000
763000,473060000
764000,473680000
765000,474300000
766000,474920000
767000,475540000
768000,476160000
769000,476780000
770000,477400000
771000,478020000
772000,478640000
773000,479260000
774000,479880000
775000,480500000
776000,481120000
777000,481740000
778000,482360000
779000,482980000
780000,483600000
781000,484220000
782000,484840000
783000,485460000
784000,486080000
785000,486700000
786000,487320000
787000,487940000
788000,488560000
789000,489180000
790000,489800000
791000,490420000
792000,491040000
793000,491660000
794000,492280000
795000,492900000
796000,493520000
797000,494140000
798000,494760000
799000,495380000
800000,496000000
801000,496620000
802000,497240000
804000,498480000
803000,497860000
805000,499100000
806000,499720000
807000,500340000
808000,500960000
809000,501580000
810000,502200000
811000,502820000
812000,503440000
813000,504060000
814000,504680000
815000,505300000
816000,505920000
817000,506540000
818000,507160000
819000,507780000
820000,508400000
821000,509020000
822000,509640000
823000,510260000
824000,510880000
825000,511500000
826000,512120000
827000,512740000
828000,513360000
829000,513980000
830000,514600000
831000,515220000
832000,515840000
833000,516460000
834000,517080000
835000,517700000
836000,518320000
837000,518940000
838000,519560000
839000,520180000
840000,520800000
841000,521420000
842000,522040000
843000,522660000
844000,523280000
845000,523900000
846000,524520000
847000,525140000
848000,525760000
849000,526380000
850000,527000000
851000,527620000
852000,528240000
853000,528860000
854000,529480000
855000,530100000
857000,531340000
856000,530720000
858000,531960000
859000,532580000
860000,533200000
861000,533820000
862000,534440000
864000,535680000
863000,535060000
865000,536300000
866000,536920000
867000,537540000
868000,538160000
869000,538780000
870000,539400000
871000,540020000
872000,540640000
873000,541260000
874000,541880000
875000,542500000
876000,543120000
877000,543740000
878000,544360000
879000,544980000
880000,545600000
881000,546220000
882000,546840000
883000,547460000
884000,548080000
885000,548700000
886000,549320000
887000,549940000
888000,550560000
889000,551180000
890000,551800000
891000,552420000
892000,553040000
893000,553660000
894000,554280000
895000,554900000
896000,555520000
897000,556140000
898000,556760000
899000,557380000
900000,558000000
901000,558620000
902000,559240000
903000,559860000
904000,560480000
905000,561100000
906000,561720000
907000,562340000
908000,562960000
909000,563580000
910000,564200000
911000,564820000
912000,565440000
913000,566060000
914000,566680000
915000,567300000
916000,567920000
917000,568540000
918000,569160000
919000,569780000
920000,570400000
921000,571020000
922000,571640000
923000,572260000
924000,572880000
925000,573500000
926000,574120000
927000,574740000
928000,575360000
929000,575980000
930000,576600000
931000,577220000
932000,577840000
933000,578460000
934000,579080000
935000,579700000
936000,580320000
937000,580940000
938000,581560000
939000,582180000
940000,582800000
941000,583420000
942000,584040000
943000,584660000
944000,585280000
945000,585900000
946000,586520000
947000,587140000
948000,587760000
949000,588380000
950000,589000000
951000,589620000
952000,590240000
953000,590860000
954000,591480000
955000,592100000
956000,592720000
957000,593340000
958000,593960000
959000,594580000
960000,595200000
961000,595820000
962000,596440000
963000,597060000
964000,597680000
965000,598300000
966000,598920000
967000,599540000
968000,600160000
969000,600780000
970000,601400000
971000,602020000
972000,602640000
973000,603260000
974000,603880000
975000,604500000
976000,605120000
977000,605740000
978000,606360000
979000,606980000
980000,607600000
981000,608220000
982000,608840000
983000,609460000
984000,610080000
985000,610700000
986000,611320000
987000,611940000
988000,612560000
989000,613180000
990000,613800000
991000,614420000
992000,615040000
993000,615660000
994000,616280000
995000,616900000
996000,617520000
997000,618140000
998000,618760000
999000,619380000
1000000,620000000
