[run number],Subsidy,Moving_Cost_Multiplier,[step],OBJECTIVE,,,,,,
1223,230000,13,101,2.39E+10,,,,,,
1224,240000,13,101,2.38E+10,,,,,,
1225,250000,13,101,2.37E+10,,,,,,
1226,260000,13,101,2.37E+10,,,,,,
1227,270000,13,101,2.36E+10,,,,,,
1228,280000,13,101,2.35E+10,,,,,,
1230,300000,13,101,2.34E+10,,,,,,
1229,290000,13,101,2.35E+10,,,,,,
1231,310000,13,101,2.33E+10,,,,,,
1232,320000,13,101,2.33E+10,,,,,,
1234,340000,13,101,2.32E+10,,,,,,
1233,330000,13,101,2.32E+10,,,,,,
1235,350000,13,101,2.31E+10,,,,,,
1236,360000,13,101,2.31E+10,,,,,,
1238,380000,13,101,2.29E+10,,,,,,
1237,370000,13,101,2.30E+10,,,,,,
1239,390000,13,101,2.29E+10,,,,,,
1240,400000,13,101,2.28E+10,,,,,,
1242,420000,13,101,2.27E+10,,,,,,
1241,410000,13,101,2.28E+10,,,,,,
1243,430000,13,101,2.27E+10,,,,,,
1244,440000,13,101,2.27E+10,,,,,,
1245,450000,13,101,2.26E+10,,,,,,
1246,460000,13,101,2.25E+10,,,,,,
1247,470000,13,101,2.25E+10,,,,,,
1248,480000,13,101,2.25E+10,,,,,,
1249,490000,13,101,2.24E+10,,,,,,
1250,500000,13,101,2.24E+10,,,,,,
1251,510000,13,101,2.23E+10,,,,,,
1252,520000,13,101,2.23E+10,,,,,,
1253,530000,13,101,2.22E+10,,,,,,
1254,540000,13,101,2.22E+10,,,,,,
1255,550000,13,101,2.21E+10,,,,,,
1256,560000,13,101,2.21E+10,,,,,,
1257,570000,13,101,2.20E+10,,,,,,
1258,580000,13,101,2.20E+10,,,,,,
1259,590000,13,101,2.19E+10,,,,,,
1260,600000,13,101,2.19E+10,,,,,,
1261,610000,13,101,2.18E+10,,,,,,
1262,620000,13,101,2.18E+10,,,,,,
1263,630000,13,101,2.18E+10,,,,,,
1264,640000,13,101,2.17E+10,,,,,,
1265,650000,13,101,2.17E+10,,,,,,
1266,660000,13,101,2.17E+10,,,,,,
1267,670000,13,101,2.16E+10,,,,,,
1268,680000,13,101,2.16E+10,,,,,,
1269,690000,13,101,2.16E+10,,,,,,
1270,700000,13,101,2.15E+10,,,,,,
1271,710000,13,101,2.15E+10,,,,,,
1272,720000,13,101,2.15E+10,,,,,,
1273,730000,13,101,2.15E+10,,,,,,
1274,740000,13,101,2.15E+10,,,,,,
1275,750000,13,101,2.14E+10,,,,,,
1276,760000,13,101,2.14E+10,,,,,,
1277,770000,13,101,2.14E+10,,,,,,
1278,780000,13,101,2.14E+10,,,,,,
1280,800000,13,101,2.13E+10,,,,,,
1279,790000,13,101,2.14E+10,,,,,,
1281,810000,13,101,2.13E+10,,,,,,
1282,820000,13,101,2.13E+10,,,,,,
1283,830000,13,101,2.13E+10,,,,,,
1284,840000,13,101,2.12E+10,,,,,,
1285,850000,13,101,2.12E+10,,,,,,
1286,860000,13,101,2.12E+10,,,,,,
1287,870000,13,101,2.12E+10,,,,,,
1288,880000,13,101,2.12E+10,,,,,,
1289,890000,13,101,2.12E+10,,,,,,
1290,900000,13,101,2.12E+10,,,,,,
1292,920000,13,101,2.11E+10,,,,,,
1291,910000,13,101,2.11E+10,,,,,,
1293,930000,13,101,2.11E+10,,,,,,
1294,940000,13,101,2.11E+10,,,,,,
1295,950000,13,101,2.11E+10,,,,,,
1296,960000,13,101,2.11E+10,,,,,,
1297,970000,13,101,2.11E+10,,,,,,
1298,980000,13,101,2.11E+10,,,,,,
1300,1000000,13,101,2.11E+10,,,,,,
1299,990000,13,101,2.11E+10,,,,,,
1301,10000,14,101,3.14E+10,,,,,,
1302,20000,14,101,3.13E+10,,,,,,
1303,30000,14,101,3.12E+10,,,,,,
1304,40000,14,101,3.11E+10,,,,,,
1306,60000,14,101,3.09E+10,,,,,,
1305,50000,14,101,3.10E+10,,,,,,
1307,70000,14,101,3.08E+10,,,,,,
1308,80000,14,101,3.07E+10,,,,,,
1309,90000,14,101,3.06E+10,,,,,,
1310,100000,14,101,3.05E+10,,,,,,
1311,110000,14,101,3.04E+10,,,,,,
1312,120000,14,101,3.03E+10,,,,,,
1313,130000,14,101,3.03E+10,,,,,,
1314,140000,14,101,3.02E+10,,,,,,
1315,150000,14,101,3.01E+10,,,,,,
1316,160000,14,101,3.00E+10,,,,,,
1317,170000,14,101,2.99E+10,,,,,,
1318,180000,14,101,2.99E+10,,,,,,
1319,190000,14,101,2.98E+10,,,,,,
1320,200000,14,101,2.97E+10,,,,,,
1321,210000,14,101,2.96E+10,,,,,,
1322,220000,14,101,2.95E+10,,,,,,
1323,230000,14,101,2.94E+10,,,,,,
1324,240000,14,101,2.93E+10,,,,,,
1325,250000,14,101,2.92E+10,,,,,,
1326,260000,14,101,2.91E+10,,,,,,
1327,270000,14,101,2.90E+10,,,,,,
1328,280000,14,101,2.89E+10,,,,,,
1329,290000,14,101,2.88E+10,,,,,,
1330,300000,14,101,2.88E+10,,,,,,
1331,310000,14,101,2.87E+10,,,,,,
1332,320000,14,101,2.86E+10,,,,,,
1333,330000,14,101,2.85E+10,,,,,,
1334,340000,14,101,2.84E+10,,,,,,
1335,350000,14,101,2.83E+10,,,,,,
1336,360000,14,101,2.83E+10,,,,,,
1337,370000,14,101,2.82E+10,,,,,,
1338,380000,14,101,2.81E+10,,,,,,
1339,390000,14,101,2.81E+10,,,,,,
1340,400000,14,101,2.80E+10,,,,,,
1341,410000,14,101,2.79E+10,,,,,,
1342,420000,14,101,2.78E+10,,,,,,
1343,430000,14,101,2.77E+10,,,,,,
1344,440000,14,101,2.76E+10,,,,,,
1345,450000,14,101,2.76E+10,,,,,,
1346,460000,14,101,2.75E+10,,,,,,
1347,470000,14,101,2.74E+10,,,,,,
1348,480000,14,101,2.74E+10,,,,,,
1349,490000,14,101,2.73E+10,,,,,,
1350,500000,14,101,2.72E+10,,,,,,
1351,510000,14,101,2.72E+10,,,,,,
1352,520000,14,101,2.71E+10,,,,,,
1354,540000,14,101,2.70E+10,,,,,,
1353,530000,14,101,2.70E+10,,,,,,
1355,550000,14,101,2.69E+10,,,,,,
1356,560000,14,101,2.69E+10,,,,,,
1358,580000,14,101,2.68E+10,,,,,,
1357,570000,14,101,2.68E+10,,,,,,
1359,590000,14,101,2.67E+10,,,,,,
1360,600000,14,101,2.66E+10,,,,,,
1361,610000,14,101,2.66E+10,,,,,,
1362,620000,14,101,2.65E+10,,,,,,
1363,630000,14,101,2.65E+10,,,,,,
1364,640000,14,101,2.65E+10,,,,,,
1365,650000,14,101,2.64E+10,,,,,,
1366,660000,14,101,2.64E+10,,,,,,
1367,670000,14,101,2.63E+10,,,,,,
1368,680000,14,101,2.62E+10,,,,,,
1370,700000,14,101,2.61E+10,,,,,,
1369,690000,14,101,2.62E+10,,,,,,
1371,710000,14,101,2.61E+10,,,,,,
1372,720000,14,101,2.61E+10,,,,,,
1374,740000,14,101,2.59E+10,,,,,,
1373,730000,14,101,2.60E+10,,,,,,
1375,750000,14,101,2.59E+10,,,,,,
1376,760000,14,101,2.59E+10,,,,,,
1377,770000,14,101,2.58E+10,,,,,,
1378,780000,14,101,2.58E+10,,,,,,
1379,790000,14,101,2.57E+10,,,,,,
1380,800000,14,101,2.57E+10,,,,,,
1382,820000,14,101,2.56E+10,,,,,,
1381,810000,14,101,2.57E+10,,,,,,
1383,830000,14,101,2.56E+10,,,,,,
1384,840000,14,101,2.55E+10,,,,,,
1385,850000,14,101,2.55E+10,,,,,,
1386,860000,14,101,2.55E+10,,,,,,
1387,870000,14,101,2.55E+10,,,,,,
1388,880000,14,101,2.54E+10,,,,,,
1389,890000,14,101,2.54E+10,,,,,,
1390,900000,14,101,2.54E+10,,,,,,
1391,910000,14,101,2.53E+10,,,,,,
1392,920000,14,101,2.53E+10,,,,,,
1393,930000,14,101,2.53E+10,,,,,,
1394,940000,14,101,2.53E+10,,,,,,
1395,950000,14,101,2.52E+10,,,,,,
1396,960000,14,101,2.52E+10,,,,,,
1397,970000,14,101,2.52E+10,,,,,,
1398,980000,14,101,2.52E+10,,,,,,
1399,990000,14,101,2.51E+10,,,,,,
1400,1000000,14,101,2.51E+10,,,,,,
1401,10000,15,101,3.81E+10,,,,,,
1402,20000,15,101,3.79E+10,,,,,,
1403,30000,15,101,3.79E+10,,,,,,
1404,40000,15,101,3.78E+10,,,,,,
1405,50000,15,101,3.76E+10,,,,,,
1406,60000,15,101,3.76E+10,,,,,,
1407,70000,15,101,3.75E+10,,,,,,
1408,80000,15,101,3.74E+10,,,,,,
1409,90000,15,101,3.73E+10,,,,,,
1410,100000,15,101,3.72E+10,,,,,,
1411,110000,15,101,3.71E+10,,,,,,
1412,120000,15,101,3.69E+10,,,,,,
1413,130000,15,101,3.69E+10,,,,,,
1414,140000,15,101,3.68E+10,,,,,,
1415,150000,15,101,3.67E+10,,,,,,
1416,160000,15,101,3.65E+10,,,,,,
1417,170000,15,101,3.64E+10,,,,,,
1418,180000,15,101,3.63E+10,,,,,,
1419,190000,15,101,3.62E+10,,,,,,
1420,200000,15,101,3.61E+10,,,,,,
1421,210000,15,101,3.60E+10,,,,,,
1422,220000,15,101,3.59E+10,,,,,,
1423,230000,15,101,3.58E+10,,,,,,
1424,240000,15,101,3.57E+10,,,,,,
1425,250000,15,101,3.56E+10,,,,,,
1426,260000,15,101,3.55E+10,,,,,,
1427,270000,15,101,3.54E+10,,,,,,
1428,280000,15,101,3.53E+10,,,,,,
1429,290000,15,101,3.52E+10,,,,,,
1430,300000,15,101,3.51E+10,,,,,,
1431,310000,15,101,3.50E+10,,,,,,
1432,320000,15,101,3.49E+10,,,,,,
1433,330000,15,101,3.47E+10,,,,,,
1434,340000,15,101,3.46E+10,,,,,,
1435,350000,15,101,3.45E+10,,,,,,
1436,360000,15,101,3.43E+10,,,,,,
1438,380000,15,101,3.41E+10,,,,,,
1437,370000,15,101,3.43E+10,,,,,,
1439,390000,15,101,3.40E+10,,,,,,
1440,400000,15,101,3.40E+10,,,,,,
1442,420000,15,101,3.37E+10,,,,,,
1441,410000,15,101,3.38E+10,,,,,,
1444,440000,15,101,3.35E+10,,,,,,
1443,430000,15,101,3.36E+10,,,,,,
1445,450000,15,101,3.34E+10,,,,,,
1446,460000,15,101,3.34E+10,,,,,,
1447,470000,15,101,3.33E+10,,,,,,
1448,480000,15,101,3.33E+10,,,,,,
1450,500000,15,101,3.30E+10,,,,,,
1449,490000,15,101,3.32E+10,,,,,,
1452,520000,15,101,3.29E+10,,,,,,
1451,510000,15,101,3.30E+10,,,,,,
1453,530000,15,101,3.28E+10,,,,,,
1454,540000,15,101,3.28E+10,,,,,,
1455,550000,15,101,3.26E+10,,,,,,
1456,560000,15,101,3.26E+10,,,,,,
1457,570000,15,101,3.25E+10,,,,,,
1458,580000,15,101,3.24E+10,,,,,,
1459,590000,15,101,3.23E+10,,,,,,
1460,600000,15,101,3.23E+10,,,,,,
1461,610000,15,101,3.22E+10,,,,,,
1462,620000,15,101,3.21E+10,,,,,,
1463,630000,15,101,3.21E+10,,,,,,
1464,640000,15,101,3.20E+10,,,,,,
1466,660000,15,101,3.19E+10,,,,,,
1465,650000,15,101,3.19E+10,,,,,,
1467,670000,15,101,3.18E+10,,,,,,
1468,680000,15,101,3.17E+10,,,,,,
1469,690000,15,101,3.16E+10,,,,,,
1470,700000,15,101,3.16E+10,,,,,,
1471,710000,15,101,3.15E+10,,,,,,
1472,720000,15,101,3.15E+10,,,,,,
1474,740000,15,101,3.14E+10,,,,,,
1473,730000,15,101,3.14E+10,,,,,,
1475,750000,15,101,3.13E+10,,,,,,
1476,760000,15,101,3.13E+10,,,,,,
1477,770000,15,101,3.11E+10,,,,,,
1478,780000,15,101,3.11E+10,,,,,,
1479,790000,15,101,3.10E+10,,,,,,
1480,800000,15,101,3.10E+10,,,,,,
1481,810000,15,101,3.09E+10,,,,,,
1482,820000,15,101,3.09E+10,,,,,,
1483,830000,15,101,3.08E+10,,,,,,
1484,840000,15,101,3.08E+10,,,,,,
1486,860000,15,101,3.07E+10,,,,,,
1485,850000,15,101,3.07E+10,,,,,,
1487,870000,15,101,3.06E+10,,,,,,
1488,880000,15,101,3.05E+10,,,,,,
1489,890000,15,101,3.05E+10,,,,,,
1490,900000,15,101,3.04E+10,,,,,,
1491,910000,15,101,3.04E+10,,,,,,
1492,920000,15,101,3.03E+10,,,,,,
1493,930000,15,101,3.03E+10,,,,,,
1494,940000,15,101,3.02E+10,,,,,,
1495,950000,15,101,3.02E+10,,,,,,
1496,960000,15,101,3.01E+10,,,,,,
1497,970000,15,101,3.01E+10,,,,,,
1498,980000,15,101,3.01E+10,,,,,,
1499,990000,15,101,3.00E+10,,,,,,
1501,10000,16,101,4.61E+10,,,,,,
1500,1000000,15,101,3.00E+10,,,,,,
1502,20000,16,101,4.59E+10,,,,,,
1503,30000,16,101,4.58E+10,,,,,,
1504,40000,16,101,4.56E+10,,,,,,
1506,60000,16,101,4.54E+10,,,,,,
1505,50000,16,101,4.55E+10,,,,,,
1508,80000,16,101,4.50E+10,,,,,,
1509,90000,16,101,4.49E+10,,,,,,
1507,70000,16,101,4.52E+10,,,,,,
1510,100000,16,101,4.48E+10,,,,,,
1511,110000,16,101,4.46E+10,,,,,,
1512,120000,16,101,4.44E+10,,,,,,
1513,130000,16,101,4.43E+10,,,,,,
1514,140000,16,101,4.42E+10,,,,,,
1515,150000,16,101,4.41E+10,,,,,,
1516,160000,16,101,4.39E+10,,,,,,
1517,170000,16,101,4.38E+10,,,,,,
1518,180000,16,101,4.37E+10,,,,,,
1519,190000,16,101,4.36E+10,,,,,,
1520,200000,16,101,4.35E+10,,,,,,
1521,210000,16,101,4.34E+10,,,,,,
1522,220000,16,101,4.32E+10,,,,,,
1523,230000,16,101,4.31E+10,,,,,,
1524,240000,16,101,4.29E+10,,,,,,
1525,250000,16,101,4.28E+10,,,,,,
1526,260000,16,101,4.27E+10,,,,,,
1527,270000,16,101,4.27E+10,,,,,,
1528,280000,16,101,4.26E+10,,,,,,
1529,290000,16,101,4.24E+10,,,,,,
1530,300000,16,101,4.23E+10,,,,,,
1531,310000,16,101,4.21E+10,,,,,,
1532,320000,16,101,4.20E+10,,,,,,
1533,330000,16,101,4.19E+10,,,,,,
1534,340000,16,101,4.18E+10,,,,,,
1535,350000,16,101,4.16E+10,,,,,,
1536,360000,16,101,4.15E+10,,,,,,
1537,370000,16,101,4.14E+10,,,,,,
1538,380000,16,101,4.12E+10,,,,,,
1539,390000,16,101,4.11E+10,,,,,,
1540,400000,16,101,4.10E+10,,,,,,
1541,410000,16,101,4.09E+10,,,,,,
1542,420000,16,101,4.08E+10,,,,,,
1543,430000,16,101,4.07E+10,,,,,,
1544,440000,16,101,4.06E+10,,,,,,
1545,450000,16,101,4.04E+10,,,,,,
1546,460000,16,101,4.03E+10,,,,,,
1547,470000,16,101,4.02E+10,,,,,,
1548,480000,16,101,4.01E+10,,,,,,
1549,490000,16,101,4.00E+10,,,,,,
1550,500000,16,101,3.99E+10,,,,,,
1551,510000,16,101,3.98E+10,,,,,,
1552,520000,16,101,3.97E+10,,,,,,
1553,530000,16,101,3.96E+10,,,,,,
1554,540000,16,101,3.94E+10,,,,,,
1555,550000,16,101,3.94E+10,,,,,,
1556,560000,16,101,3.92E+10,,,,,,
1557,570000,16,101,3.92E+10,,,,,,
1558,580000,16,101,3.91E+10,,,,,,
1559,590000,16,101,3.90E+10,,,,,,
1560,600000,16,101,3.89E+10,,,,,,
1561,610000,16,101,3.88E+10,,,,,,
1562,620000,16,101,3.87E+10,,,,,,
1563,630000,16,101,3.86E+10,,,,,,
1564,640000,16,101,3.85E+10,,,,,,
1565,650000,16,101,3.84E+10,,,,,,
1566,660000,16,101,3.84E+10,,,,,,
1567,670000,16,101,3.83E+10,,,,,,
1568,680000,16,101,3.82E+10,,,,,,
1569,690000,16,101,3.81E+10,,,,,,
1570,700000,16,101,3.80E+10,,,,,,
1571,710000,16,101,3.80E+10,,,,,,
1572,720000,16,101,3.79E+10,,,,,,
1573,730000,16,101,3.78E+10,,,,,,
1574,740000,16,101,3.77E+10,,,,,,
1575,750000,16,101,3.76E+10,,,,,,
1576,760000,16,101,3.75E+10,,,,,,
1577,770000,16,101,3.74E+10,,,,,,
1578,780000,16,101,3.73E+10,,,,,,
1579,790000,16,101,3.73E+10,,,,,,
1580,800000,16,101,3.72E+10,,,,,,
1581,810000,16,101,3.70E+10,,,,,,
1582,820000,16,101,3.69E+10,,,,,,
1583,830000,16,101,3.69E+10,,,,,,
1584,840000,16,101,3.68E+10,,,,,,
1585,850000,16,101,3.67E+10,,,,,,
1586,860000,16,101,3.66E+10,,,,,,
1587,870000,16,101,3.66E+10,,,,,,
1588,880000,16,101,3.65E+10,,,,,,
1589,890000,16,101,3.64E+10,,,,,,
1590,900000,16,101,3.64E+10,,,,,,
1591,910000,16,101,3.63E+10,,,,,,
1592,920000,16,101,3.62E+10,,,,,,
1593,930000,16,101,3.62E+10,,,,,,
1594,940000,16,101,3.61E+10,,,,,,
1595,950000,16,101,3.61E+10,,,,,,
1596,960000,16,101,3.60E+10,,,,,,
1597,970000,16,101,3.59E+10,,,,,,
1598,980000,16,101,3.59E+10,,,,,,
1599,990000,16,101,3.59E+10,,,,,,
1600,1000000,16,101,3.58E+10,,,,,,
1601,10000,17,101,5.51E+10,,,,,,
1602,20000,17,101,5.50E+10,,,,,,
1603,30000,17,101,5.48E+10,,,,,,
1604,40000,17,101,5.47E+10,,,,,,
1605,50000,17,101,5.45E+10,,,,,,
1606,60000,17,101,5.43E+10,,,,,,
1607,70000,17,101,5.40E+10,,,,,,
1608,80000,17,101,5.39E+10,,,,,,
1609,90000,17,101,5.38E+10,,,,,,
1610,100000,17,101,5.36E+10,,,,,,
1611,110000,17,101,5.35E+10,,,,,,
1612,120000,17,101,5.34E+10,,,,,,
1613,130000,17,101,5.32E+10,,,,,,
1614,140000,17,101,5.30E+10,,,,,,
1615,150000,17,101,5.28E+10,,,,,,
1616,160000,17,101,5.26E+10,,,,,,
1618,180000,17,101,5.23E+10,,,,,,
1617,170000,17,101,5.25E+10,,,,,,
1619,190000,17,101,5.21E+10,,,,,,
1620,200000,17,101,5.19E+10,,,,,,
1622,220000,17,101,5.16E+10,,,,,,
1621,210000,17,101,5.17E+10,,,,,,
1623,230000,17,101,5.14E+10,,,,,,
1624,240000,17,101,5.12E+10,,,,,,
1625,250000,17,101,5.11E+10,,,,,,
1626,260000,17,101,5.10E+10,,,,,,
1627,270000,17,101,5.08E+10,,,,,,
1628,280000,17,101,5.07E+10,,,,,,
1629,290000,17,101,5.06E+10,,,,,,
1630,300000,17,101,5.04E+10,,,,,,
1631,310000,17,101,5.03E+10,,,,,,
1632,320000,17,101,5.02E+10,,,,,,
1633,330000,17,101,5.01E+10,,,,,,
1634,340000,17,101,4.99E+10,,,,,,
1635,350000,17,101,4.98E+10,,,,,,
1636,360000,17,101,4.96E+10,,,,,,
1637,370000,17,101,4.95E+10,,,,,,
1638,380000,17,101,4.94E+10,,,,,,
1639,390000,17,101,4.92E+10,,,,,,
1640,400000,17,101,4.91E+10,,,,,,
1642,420000,17,101,4.89E+10,,,,,,
1641,410000,17,101,4.90E+10,,,,,,
1643,430000,17,101,4.87E+10,,,,,,
1644,440000,17,101,4.86E+10,,,,,,
1645,450000,17,101,4.84E+10,,,,,,
1646,460000,17,101,4.83E+10,,,,,,
1647,470000,17,101,4.82E+10,,,,,,
1648,480000,17,101,4.80E+10,,,,,,
1649,490000,17,101,4.79E+10,,,,,,
1650,500000,17,101,4.77E+10,,,,,,
1651,510000,17,101,4.76E+10,,,,,,
1652,520000,17,101,4.75E+10,,,,,,
1653,530000,17,101,4.74E+10,,,,,,
1654,540000,17,101,4.72E+10,,,,,,
1655,550000,17,101,4.71E+10,,,,,,
1656,560000,17,101,4.70E+10,,,,,,
1657,570000,17,101,4.69E+10,,,,,,
1658,580000,17,101,4.68E+10,,,,,,
1659,590000,17,101,4.67E+10,,,,,,
1660,600000,17,101,4.66E+10,,,,,,
1661,610000,17,101,4.65E+10,,,,,,
1662,620000,17,101,4.64E+10,,,,,,
1663,630000,17,101,4.62E+10,,,,,,
1664,640000,17,101,4.61E+10,,,,,,
1665,650000,17,101,4.61E+10,,,,,,
1666,660000,17,101,4.59E+10,,,,,,
1667,670000,17,101,4.59E+10,,,,,,
1668,680000,17,101,4.58E+10,,,,,,
1669,690000,17,101,4.57E+10,,,,,,
1670,700000,17,101,4.56E+10,,,,,,
1671,710000,17,101,4.55E+10,,,,,,
1672,720000,17,101,4.53E+10,,,,,,
1673,730000,17,101,4.53E+10,,,,,,
1674,740000,17,101,4.52E+10,,,,,,
1676,760000,17,101,4.49E+10,,,,,,
1675,750000,17,101,4.50E+10,,,,,,
1677,770000,17,101,4.48E+10,,,,,,
1678,780000,17,101,4.47E+10,,,,,,
1679,790000,17,101,4.47E+10,,,,,,
1680,800000,17,101,4.46E+10,,,,,,
1681,810000,17,101,4.45E+10,,,,,,
1682,820000,17,101,4.43E+10,,,,,,
1683,830000,17,101,4.42E+10,,,,,,
1684,840000,17,101,4.41E+10,,,,,,
1685,850000,17,101,4.40E+10,,,,,,
1686,860000,17,101,4.39E+10,,,,,,
1687,870000,17,101,4.37E+10,,,,,,
1688,880000,17,101,4.36E+10,,,,,,
1689,890000,17,101,4.34E+10,,,,,,
1690,900000,17,101,4.34E+10,,,,,,
1691,910000,17,101,4.33E+10,,,,,,
1692,920000,17,101,4.32E+10,,,,,,
1693,930000,17,101,4.31E+10,,,,,,
1694,940000,17,101,4.30E+10,,,,,,
1695,950000,17,101,4.30E+10,,,,,,
1696,960000,17,101,4.29E+10,,,,,,
1697,970000,17,101,4.28E+10,,,,,,
1698,980000,17,101,4.27E+10,,,,,,
1699,990000,17,101,4.27E+10,,,,,,
1700,1000000,17,101,4.25E+10,,,,,,
1701,10000,18,101,6.53E+10,,,,,,
1702,20000,18,101,6.52E+10,,,,,,
1703,30000,18,101,6.50E+10,,,,,,
1704,40000,18,101,6.48E+10,,,,,,
1705,50000,18,101,6.46E+10,,,,,,
1707,70000,18,101,6.43E+10,,,,,,
1706,60000,18,101,6.44E+10,,,,,,
1708,80000,18,101,6.41E+10,,,,,,
1710,100000,18,101,6.36E+10,,,,,,
1709,90000,18,101,6.39E+10,,,,,,
1712,120000,18,101,6.33E+10,,,,,,
1711,110000,18,101,6.34E+10,,,,,,
1713,130000,18,101,6.30E+10,,,,,,
1714,140000,18,101,6.28E+10,,,,,,
1715,150000,18,101,6.26E+10,,,,,,
1716,160000,18,101,6.25E+10,,,,,,
1717,170000,18,101,6.23E+10,,,,,,
1718,180000,18,101,6.21E+10,,,,,,
1719,190000,18,101,6.19E+10,,,,,,
1720,200000,18,101,6.17E+10,,,,,,
1721,210000,18,101,6.15E+10,,,,,,
1722,220000,18,101,6.14E+10,,,,,,
1723,230000,18,101,6.12E+10,,,,,,
1724,240000,18,101,6.09E+10,,,,,,
1725,250000,18,101,6.07E+10,,,,,,
1726,260000,18,101,6.06E+10,,,,,,
1727,270000,18,101,6.05E+10,,,,,,
1728,280000,18,101,6.03E+10,,,,,,
1729,290000,18,101,6.01E+10,,,,,,
1730,300000,18,101,5.99E+10,,,,,,
1731,310000,18,101,5.98E+10,,,,,,
1732,320000,18,101,5.95E+10,,,,,,
1733,330000,18,101,5.94E+10,,,,,,
1734,340000,18,101,5.92E+10,,,,,,
1735,350000,18,101,5.90E+10,,,,,,
1736,360000,18,101,5.89E+10,,,,,,
1737,370000,18,101,5.88E+10,,,,,,
1738,380000,18,101,5.86E+10,,,,,,
1739,390000,18,101,5.85E+10,,,,,,
1740,400000,18,101,5.84E+10,,,,,,
1741,410000,18,101,5.82E+10,,,,,,
1742,420000,18,101,5.80E+10,,,,,,
1743,430000,18,101,5.79E+10,,,,,,
1744,440000,18,101,5.77E+10,,,,,,
1745,450000,18,101,5.76E+10,,,,,,
1746,460000,18,101,5.74E+10,,,,,,
1747,470000,18,101,5.72E+10,,,,,,
1748,480000,18,101,5.71E+10,,,,,,
1749,490000,18,101,5.69E+10,,,,,,
1750,500000,18,101,5.67E+10,,,,,,
1751,510000,18,101,5.66E+10,,,,,,
1752,520000,18,101,5.64E+10,,,,,,
1753,530000,18,101,5.63E+10,,,,,,
1754,540000,18,101,5.62E+10,,,,,,
1755,550000,18,101,5.60E+10,,,,,,
1756,560000,18,101,5.59E+10,,,,,,
1757,570000,18,101,5.57E+10,,,,,,
1758,580000,18,101,5.56E+10,,,,,,
1759,590000,18,101,5.55E+10,,,,,,
1760,600000,18,101,5.54E+10,,,,,,
1761,610000,18,101,5.53E+10,,,,,,
1762,620000,18,101,5.51E+10,,,,,,
1763,630000,18,101,5.50E+10,,,,,,
1764,640000,18,101,5.49E+10,,,,,,
1765,650000,18,101,5.48E+10,,,,,,
1766,660000,18,101,5.47E+10,,,,,,
1767,670000,18,101,5.45E+10,,,,,,
1768,680000,18,101,5.44E+10,,,,,,
1769,690000,18,101,5.43E+10,,,,,,
1770,700000,18,101,5.42E+10,,,,,,
1771,710000,18,101,5.40E+10,,,,,,
1772,720000,18,101,5.39E+10,,,,,,
1773,730000,18,101,5.38E+10,,,,,,
1774,740000,18,101,5.37E+10,,,,,,
1775,750000,18,101,5.35E+10,,,,,,
1776,760000,18,101,5.34E+10,,,,,,
1777,770000,18,101,5.33E+10,,,,,,
1778,780000,18,101,5.31E+10,,,,,,
1779,790000,18,101,5.30E+10,,,,,,
1780,800000,18,101,5.29E+10,,,,,,
1781,810000,18,101,5.28E+10,,,,,,
1782,820000,18,101,5.26E+10,,,,,,
1783,830000,18,101,5.24E+10,,,,,,
1784,840000,18,101,5.23E+10,,,,,,
1785,850000,18,101,5.22E+10,,,,,,
1786,860000,18,101,5.21E+10,,,,,,
1787,870000,18,101,5.20E+10,,,,,,
1789,890000,18,101,5.17E+10,,,,,,
1788,880000,18,101,5.19E+10,,,,,,
1790,900000,18,101,5.16E+10,,,,,,
1791,910000,18,101,5.15E+10,,,,,,
1793,930000,18,101,5.12E+10,,,,,,
1792,920000,18,101,5.14E+10,,,,,,
1794,940000,18,101,5.11E+10,,,,,,
1795,950000,18,101,5.10E+10,,,,,,
1797,970000,18,101,5.08E+10,,,,,,
1796,960000,18,101,5.08E+10,,,,,,
1798,980000,18,101,5.07E+10,,,,,,
1799,990000,18,101,5.06E+10,,,,,,
1800,1000000,18,101,5.05E+10,,,,,,
1801,10000,19,101,7.67E+10,,,,,,
1802,20000,19,101,7.65E+10,,,,,,
1803,30000,19,101,7.63E+10,,,,,,
1804,40000,19,101,7.61E+10,,,,,,
1805,50000,19,101,7.58E+10,,,,,,
1806,60000,19,101,7.57E+10,,,,,,
1807,70000,19,101,7.54E+10,,,,,,
1808,80000,19,101,7.53E+10,,,,,,
1809,90000,19,101,7.50E+10,,,,,,
1810,100000,19,101,7.48E+10,,,,,,
1811,110000,19,101,7.47E+10,,,,,,
1812,120000,19,101,7.45E+10,,,,,,
1813,130000,19,101,7.43E+10,,,,,,
1814,140000,19,101,7.39E+10,,,,,,
1815,150000,19,101,7.37E+10,,,,,,
1816,160000,19,101,7.36E+10,,,,,,
1817,170000,19,101,7.34E+10,,,,,,
1818,180000,19,101,7.32E+10,,,,,,
1819,190000,19,101,7.30E+10,,,,,,
1820,200000,19,101,7.28E+10,,,,,,
1821,210000,19,101,7.26E+10,,,,,,
1822,220000,19,101,7.24E+10,,,,,,
1823,230000,19,101,7.22E+10,,,,,,
1824,240000,19,101,7.19E+10,,,,,,
1825,250000,19,101,7.17E+10,,,,,,
1826,260000,19,101,7.16E+10,,,,,,
1827,270000,19,101,7.14E+10,,,,,,
1828,280000,19,101,7.12E+10,,,,,,
