Subsidy_percentage,OBJECTIVE
0.0141,2.36E+07
0.0142,2.36E+07
0.0143,2.36E+07
0.0144,2.36E+07
0.0145,2.36E+07
0.0146,2.36E+07
0.0147,2.36E+07
0.0148,2.36E+07
0.0149,2.35E+07
0.015,2.35E+07
0.0151,2.35E+07
0.0152,2.35E+07
0.0153,2.35E+07
0.0154,2.35E+07
0.0155,2.35E+07
0.0156,2.35E+07
0.0157,2.35E+07
0.0158,2.35E+07
0.0159,2.35E+07
0.016,2.35E+07
0.0161,2.35E+07
0.0162,2.35E+07
0.0163,2.35E+07
0.0164,2.35E+07
0.0165,2.35E+07
0.0166,2.35E+07
0.0167,2.35E+07
0.0168,2.35E+07
0.0169,2.36E+07
0.017,2.36E+07
0.0171,2.36E+07
0.0172,2.36E+07
0.0173,2.36E+07
0.0174,2.36E+07
0.0175,2.36E+07
0.0176,2.36E+07
0.0177,2.36E+07
0.0178,2.36E+07
0.0179,2.36E+07
0.018,2.36E+07
0.0181,2.36E+07
0.0182,2.36E+07
0.0183,2.36E+07
0.0184,2.36E+07
0.0185,2.36E+07
0.0186,2.36E+07
0.0187,2.36E+07
0.0188,2.36E+07
0.0189,2.36E+07
0.019,2.36E+07
0.0191,2.36E+07
0.0192,2.36E+07
0.0193,2.36E+07
0.0194,2.36E+07
0.0195,2.36E+07
0.0196,2.37E+07
0.0197,2.37E+07
0.0198,2.37E+07
0.0199,2.37E+07
0.02,2.37E+07
0.0201,2.37E+07
0.0202,2.37E+07
0.0203,2.37E+07
0.0204,2.37E+07
0.0205,2.37E+07
0.0206,2.37E+07
0.0207,2.37E+07
0.0208,2.37E+07
0.0209,2.37E+07
0.021,2.37E+07
0.0211,2.37E+07
0.0212,2.37E+07
0.0213,2.37E+07
0.0214,2.37E+07
0.0215,2.37E+07
0.0216,2.37E+07
0.0217,2.37E+07
0.0218,2.37E+07
0.0219,2.37E+07
0.022,2.37E+07
0.0221,2.37E+07
0.0222,2.37E+07
0.0223,2.37E+07
0.0224,2.37E+07
0.0225,2.37E+07
0.0226,2.37E+07
0.0227,2.37E+07
0.0228,2.37E+07
0.0229,2.37E+07
0.023,2.37E+07
0.0231,2.37E+07
0.0232,2.37E+07
0.0233,2.37E+07
0.0234,2.37E+07
0.0235,2.37E+07
0.0236,2.37E+07
0.0237,2.37E+07
0.0238,2.37E+07
0.0239,2.37E+07
0.024,2.37E+07
0.0241,2.37E+07
0.0242,2.37E+07
0.0243,2.37E+07
0.0244,2.37E+07
0.0245,2.38E+07
0.0246,2.38E+07
0.0247,2.38E+07
0.0248,2.38E+07
0.0249,2.38E+07
0.025,2.38E+07
0.0251,2.38E+07
0.0252,2.38E+07
0.0253,2.38E+07
0.0254,2.38E+07
0.0255,2.38E+07
0.0256,2.38E+07
0.0257,2.38E+07
0.0258,2.38E+07
0.0259,2.38E+07
0.026,2.38E+07
0.0261,2.38E+07
0.0262,2.38E+07
0.0263,2.38E+07
0.0264,2.38E+07
0.0265,2.38E+07
0.0266,2.38E+07
0.0267,2.38E+07
0.0268,2.38E+07
0.0269,2.38E+07
0.027,2.38E+07
0.0271,2.38E+07
0.0272,2.38E+07
0.0273,2.38E+07
0.0274,2.38E+07
0.0275,2.38E+07
0.0276,2.38E+07
0.0277,2.38E+07
0.0278,2.39E+07
0.0279,2.39E+07
0.028,2.39E+07
0.0281,2.39E+07
0.0282,2.39E+07
0.0283,2.38E+07
0.0284,2.38E+07
0.0285,2.38E+07
0.0286,2.38E+07
0.0287,2.38E+07
0.0288,2.38E+07
0.0289,2.38E+07
0.029,2.38E+07
0.0291,2.38E+07
0.0292,2.39E+07
0.0293,2.39E+07
0.0294,2.39E+07
0.0295,2.38E+07
0.0296,2.38E+07
0.0297,2.38E+07
0.0298,2.38E+07
0.0299,2.38E+07
0.03,2.38E+07
